RAP	MSU	Gramene	Symbol	GO	TO	PO
Os07g0112700	LOC_Os07g02200.1	Na	early nodulin-like protein 19,OsENODL19,EARLY NODULIN LIKE PROTEIN 19,ENODL19	GO:0046658,GO:0016021,GO:0009055,GO:0005507	Na	Na
Na	LOC_Os08g17160	Na	OsENODL20,early nodulin-like protein 20,EARLY NODULIN LIKE PROTEIN 20,ENODL20	GO:0005507,GO:0009055,GO:0046658	Na	Na
Os09g0557900	LOC_Os09g38540.1	Na	ENODL21,early nodulin-like protein 21,OsENODL21,EARLY NODULIN LIKE PROTEIN 21	GO:0046658,GO:0009055,GO:0016021,GO:0005507	Na	Na
Os11g0491500	LOC_Os11g29910.1	Na	ENODL22,early nodulin-like protein 22,OsENODL22,EARLY NODULIN LIKE PROTEIN 22	GO:0016021,GO:0009055	Na	Na
Os12g0150500	LOC_Os12g05470.1	Na	OsENODL23,EARLY NODULIN LIKE PROTEIN 23,early nodulin-like protein 23,ENODL23	GO:0046658,GO:0005507,GO:0009055	Na	Na
Os12g0454600	LOC_Os12g26880.1	Na	EARLY NODULIN LIKE PROTEIN 24,early nodulin-like protein 24,ENODL24,OsENODL24	GO:0005507,GO:0009055,GO:0046658	Na	Na
Os01g0786500	LOC_Os01g57690.1	Na	uclacyanin-like protein 1,OsUCL1,UCL1,UCLACYANIN-LIKE PROTEIN 1	GO:0005507,GO:0009055	Na	Na
Os02g0256800	LOC_Os02g15710.1	Na	UCLACYANIN-LIKE PROTEIN 2,uclacyanin-like protein 2,UCL2,OsUCL2	GO:0005507,GO:0009055	Na	Na
Os02g0257100	LOC_Os02g15730.1	Na	UCLACYANIN-LIKE PROTEIN 3,OsUCL3,UCL3,uclacyanin-like protein 3	GO:0005507,GO:0009055	Na	Na
Os02g0653200	LOC_Os02g43660.1	Na	UCLACYANIN-LIKE PROTEIN 4,UCL4,OsUCL4,uclacyanin-like protein 4	GO:0009055,GO:0005507	Na	Na
Os02g0731400	LOC_Os02g49850.1	Na	OsUCL5,UCL5,uclacyanin-like protein 5,UCLACYANIN-LIKE PROTEIN 5	GO:0005507,GO:0009055	Na	Na
Os02g0758800	LOC_Os02g52180.1	Na	UCL6,OsUCL6,UCLACYANIN-LIKE PROTEIN 6,uclacyanin-like protein 6	GO:0005507,GO:0009055	Na	Na
Os03g0259100	LOC_Os03g15340.1	Na	OsUCL7,UCLACYANIN-LIKE PROTEIN 7,uclacyanin-like protein 7,UCL7	GO:0009055,GO:0005507	Na	Na
Os03g0709100	LOC_Os03g50140.1	Na	UCL8,UCLACYANIN-LIKE PROTEIN 8,ucl8,uclacyanin-like protein 8,OsUCL8, uclacyanin 8	GO:0070623,GO:0009555,GO:0080092,GO:0005507,GO:0009055,GO:0005737,GO:0055070,GO:0010109	TO:0000396,TO:0000207,TO:0000214,TO:0000180,TO:0002600,TO:0000447	PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088,PO:0000230
Os03g0709300	LOC_Os03g50160.1	Na	uclacyanin-like protein 9,UCLACYANIN-LIKE PROTEIN 9,OsUCL9,UCL9	GO:0005507,GO:0009055	Na	Na
Os03g0791300	LOC_Os03g57730.1	Na	uclacyanin-like protein 10,OsUCL10,UCL10,UCLACYANIN-LIKE PROTEIN 10	Na	Na	Na
Os03g0791366	LOC_Os03g57740.1	Na	uclacyanin-like protein 11,OsUCL11,UCL11,UCLACYANIN-LIKE PROTEIN 11	Na	Na	Na
Os03g0850900	LOC_Os03g63390.1	Na	UCLACYANIN-LIKE PROTEIN 12, plastocyanin-like domain containing protein,uclacyanin-like protein 12,OsUCL12,UCL12	GO:0005507,GO:0009055	Na	Na
Na	Na	Na	OsUCL13,UCL13,uclacyanin-like protein 13,UCLACYANIN-LIKE PROTEIN 13	Na	Na	Na
Os04g0545400	LOC_Os04g46120.1	Na	UCL14,OsUCL14,UCLACYANIN-LIKE PROTEIN 14,uclacyanin-like protein 14	GO:0005507,GO:0009055	Na	Na
Os04g0545600	LOC_Os04g46130.1	Na	UCL15,OsUCL15,UCLACYANIN-LIKE PROTEIN 15,uclacyanin-like protein 15	GO:0009055,GO:0005507	Na	Na
Os06g0218600	LOC_Os06g11490.1	Na	UCLACYANIN-LIKE PROTEIN 16,UCL16,uclacyanin-like protein 16,OsUCL16	GO:0009055,GO:0005507	Na	Na
Os06g0266400	LOC_Os06g15600.1	Na	UCLACYANIN-LIKE PROTEIN 17,UCL17,OsUCL17,uclacyanin-like protein 17	Na	Na	Na
Os06g0718400	LOC_Os06g50420.1	Na	UCL18,uclacyanin-like protein 18,UCLACYANIN-LIKE PROTEIN 18,OsUCL18	Na	Na	Na
Os06g0721800	LOC_Os06g50650.1	Na	UCLACYANIN-LIKE PROTEIN 19,uclacyanin-like protein 19,UCL19,OsUCL19	GO:0005507,GO:0009055	Na	Na
Os07g0105000	LOC_Os07g01440.1	Na	UCLACYANIN-LIKE PROTEIN 20,uclacyanin-like protein 20,UCL20,OsUCL20	GO:0005507,GO:0009055	Na	Na
Os07g0165900	LOC_Os07g07170.1	Na	uclacyanin-like protein 21,OsUCL21,UCLACYANIN-LIKE PROTEIN 21,UCL21	Na	Na	Na
Os07g0542900	LOC_Os07g35860.1	Na	UCL22,OsUCL22,uclacyanin-like protein 22,UCLACYANIN-LIKE PROTEIN 22	GO:0009055,GO:0005507	Na	Na
Os08g0137400	LOC_Os08g04310.1	Na	uclacyanin-like protein 23,OsUCL23,UCL23,UCLACYANIN-LIKE PROTEIN 23	GO:0009055,GO:0009651,GO:0005507	TO:0006001	Na
Os08g0137800	LOC_Os08g04340.1	Na	UCLACYANIN-LIKE PROTEIN 24,uclacyanin-like protein 24,UCL24,OsUCL24	GO:0009055,GO:0005507	Na	Na
Os08g0137900	LOC_Os08g04350.1	Na	UCL25,OsUCL25,uclacyanin-like protein 25,UCLACYANIN-LIKE PROTEIN 25	GO:0009055,GO:0005507	Na	Na
Os08g0138100	LOC_Os08g04360.1	Na	UCL26,uclacyanin-like protein 26,OsUCL26,UCLACYANIN-LIKE PROTEIN 26	Na	Na	Na
Os08g0138200	LOC_Os08g04370.1	Na	uclacyanin-like protein 27,UCL27,OsUCL27,UCLACYANIN-LIKE PROTEIN 27	GO:0005507,GO:0009055	Na	Na
Os08g0138400	Na	Na	UCLACYANIN-LIKE PROTEIN 28,uclacyanin-like protein 28,UCL28,OsUCL28	GO:0009055,GO:0005507	Na	Na
Os08g0482600	LOC_Os08g37660.1	Na	UCLACYANIN-LIKE PROTEIN 29,UCL29,OsUCL29,uclacyanin-like protein 29	GO:0009055,GO:0005507	Na	Na
Os08g0482700	LOC_Os08g37670.1	Na	UCL30,uclacyanin-like protein 30,UCLACYANIN-LIKE PROTEIN 30,OsUCL30	GO:0009055,GO:0005507	Na	Na
Os09g0469300	LOC_Os09g29390.1	Na	uclacyanin-like protein 31,UCL31,OsUCL31,UCLACYANIN-LIKE PROTEIN 31	GO:0009055,GO:0005507	Na	Na
Os09g0541100	LOC_Os09g36940.1	Na	uclacyanin-like protein 32,UCL32,OsUCL32,UCLACYANIN-LIKE PROTEIN 32	GO:0009055,GO:0005507	Na	Na
Os09g0572700	LOC_Os09g39940.1	Na	UCLACYANIN-LIKE PROTEIN 33,UCL33,uclacyanin-like protein 33,OsUCL33	GO:0005507,GO:0009055	Na	PO:0025034,PO:0006001,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088,PO:0009005,PO:0025004,PO:0025025,PO:0009047,PO:0025029
Os11g0426400	LOC_Os11g23930.1	Na	UCL34,OsUCL34,UCLACYANIN-LIKE PROTEIN 34,uclacyanin-like protein 34	GO:0005507,GO:0009055	Na	Na
Os11g0428800	LOC_Os11g24140.1	Na	OsUCL35,UCL35,UCLACYANIN-LIKE PROTEIN 35,uclacyanin-like protein 35	GO:0005507,GO:0009055	Na	Na
Os03g0807500	LOC_Os03g59280.1	Na	_,OsSCL1,stellacyanin-like protein 1	GO:0009055,GO:0005507	Na	Na
Os04g0629200	LOC_Os04g53710.1	Na	stellacyanin-like protein 2,_,OsSCL2	GO:0005507,GO:0009055	Na	Na
Os06g0216700	LOC_Os06g11310.1	Na	_,stellacyanin-like protein 3,OsSCL3	GO:0005507,GO:0009055	Na	Na
Os01g0931400	LOC_Os01g70580.1	Na	_,Regulator of XA21-1,ROX1	GO:0009229,GO:0004788,GO:0016301,GO:0005524,GO:0006772	Na	Na
Os02g0320100	LOC_Os02g21510.3, LOC_Os02g21510.2, LOC_Os02g21510.1	Na	_,ROX2,Regulator of XA21-2	Na	Na	Na
Os06g0231300	LOC_Os06g12530.1	Na	Regulator of XA21-3,_,ROX3	Na	Na	Na
Os03g0140400	LOC_Os03g04680.1	Na	 semi-dwarf 37,OsCYP96B4, CYP96B4,SD37, DSS1, OsDSS1,SEMIDWARF 37, P-450 96B4,Cytochrome P450 96B4, CYP96B4/SD37,dss1, sd37	GO:0004497,GO:0005506,GO:0006629,GO:0009414,GO:0010029,GO:0016705,GO:0020037,GO:0005783,GO:0051301	TO:0000276,TO:0000207,TO:0000478,TO:0002675,TO:0002667,TO:0002637,TO:0006032,TO:0000391	PO:0020148,PO:0006079,PO:0025029,PO:0000232
Os03g0157300	LOC_Os03g06120.3, LOC_Os03g06120.2, LOC_Os03g06120.1	Na	_,OsMCA1,Plasma membrane protein OsMCA1	GO:0070509,GO:0005887,GO:0048528,GO:0007638	Na	Na
Os04g0395600	LOC_Os04g32460.2, LOC_Os04g32460.1	Na	Auxin signaling f-box 2, OsAFB2-1, OsFbox206, ABF2, Os_F0492, F-box protein 206,OsAFB2,_, OsAFB2-2	GO:0009734,GO:0019005,GO:0010104,GO:0000822,GO:0005634,GO:0010011	TO:0000227,TO:0000163,TO:0000173	Na
Os05g0150500	LOC_Os05g05800.1	Na	 OsFbox248, F-box protein 248, TIR1, Os_F0717,transport inhibitor response 1,OsTIR1, Transport Inhibitor Response1,_	GO:0051607,GO:0010104,GO:0000822,GO:0009734,GO:0010011	TO:0000020,TO:0000173,TO:0000163,TO:0000227	Na
Na	Na	Na	MICRORNA393, osa-MIR393a,OsmiR393, osa-MIR393, OsmiR393a,MIR393, miR393a, MICRORNA393A	GO:0051607,GO:0035195,GO:0010311,GO:0046688,GO:0009651,GO:0009411,GO:0009414,GO:0042742,GO:0009737,GO:0006379,GO:0016442,GO:0035068,GO:0010930	TO:0000020,TO:0000315,TO:0000021,TO:0006001,TO:0000160,TO:0000276,TO:0000615,TO:0000011,TO:0000329,TO:0000346,TO:0000163	Na
Os03g0733600	LOC_Os03g52320.2, LOC_Os03g52320.1	Na	GRF1-interacting factor 3, GIF1, OsGIF1, GRF interacting factor 1,mkb3, GRF-interacting factor 3, MKB3,GRF-INTERACTING FACTOR 3, MAKIBA 3,GIF3,OsGIF3, Growth-regulating factor interacting factor 1, MAKIBA3	GO:0080060,GO:0048481,GO:0009555,GO:0010229,GO:0009955,GO:0008283,GO:0048366,GO:0022414,GO:0016049,GO:0005634	TO:0000485,TO:0000040,TO:0000655,TO:0000657,TO:0000614,TO:0000621,TO:0000145,TO:0000370,TO:0000397,TO:0002637,TO:0002686	PO:0001050,PO:0025579,PO:0025034,PO:0000017,PO:0025128,PO:0025430,PO:0025223,PO:0009025,PO:0007619,PO:0001007,PO:0001083,PO:0025530,PO:0009049
Os10g0545000	LOC_Os10g39790.4, LOC_Os10g39790.3, LOC_Os10g39790.2	Na	 OsMRS2-4,OsMGT6, MRS2/MGT family member 4,Magnesium transporter 6,_	GO:0016021	Na	Na
Na	Na	Na	_,PI3K,Phosphatidylinositol 3-kinase	Na	Na	Na
Na	Na	Na	_,Os rboh1,NADPH oxidase Os rboh1	Na	Na	Na
Na	Na	Na	NADPH oxidase Os rboh2,_,Os rboh2	Na	Na	Na
Na	Na	Na	Os rboh3,_,NADPH oxidase Os rboh3	Na	Na	Na
Na	Na	Na	NADPH oxidase Os rboh4,_,Os rboh4	Na	Na	Na
Na	Na	Na	NADPH oxidase Os rboh5,_,Os rboh5	Na	Na	Na
Na	Na	Na	_,Os rboh6,NADPH oxidase Os rboh6	Na	Na	Na
Na	Na	Na	_,Os rboh7,NADPH oxidase Os rboh7	Na	Na	Na
Na	Na	Na	Os rboh8,_,NADPH oxidase Os rboh8	Na	Na	Na
Na	Na	Na	_,Os rboh9,NADPH oxidase Os rboh9	Na	Na	Na
Os02g0766700	LOC_Os02g52780.2, LOC_Os02g52780.1	Na	BZIP23, OsAREB1, Osbzip23, OsAREB2, ZIP23, OsABF2, bZIP transcription factor 23,Transcription Factor OsbZIP23,OsbZIP23, OsZIP23,b-ZIP TRANSCRIPTION FACTOR 23, AREB/ABF-family protein 1,Osbzip23	GO:0046983,GO:0043565,GO:0009651,GO:0000302,GO:0009414,GO:0009789,GO:0003700,GO:0009737,GO:0007623	TO:0000615,TO:0000168,TO:0000276,TO:0006001,TO:0000136,TO:0000333,TO:0006002,TO:0002657,TO:0000396	Na
Os03g0390200	LOC_Os03g27280.1	Na	OsSAPK1,SAPK1,stress/ABA-activated protein kinase 1, Stress-Activated Protein Kinase 1,STRESS/ABA-ACTIVATED PROTEIN KINASE 1	GO:0004674,GO:0005524,GO:0009738,GO:0009414,GO:0009737	TO:0000615,TO:0000095	Na
Os07g0622000	LOC_Os07g42940.1, LOC_Os07g42940.2, LOC_Os07g42940.3, LOC_Os07g42940.4, LOC_Os07g42940.5, LOC_Os07g42940.6, LOC_Os07g42940.9, LOC_Os07g42940.8, LOC_Os07g42940.7	Na	SAPK2, Stress-Activated Protein Kinase 2,stress/ABA-activated protein kinase 2,OsSAPK2,STRESS/ABA-ACTIVATED PROTEIN KINASE 2,sapk2, sapk2-1, sapk2-7	GO:0004674,GO:0005524,GO:0009738,GO:0005634,GO:0005829,GO:0009737,GO:0009414,GO:0009651,GO:0006970,GO:0010162,GO:0009845	TO:0000615,TO:0000095,TO:0000276,TO:0006001,TO:0000253	PO:0007057
Os10g0564500	LOC_Os10g41490.3, LOC_Os10g41490.2, LOC_Os10g41490.1	Na	 Stress-Activated Protein Kinase 3, rice endosperm protein kinase,SAPK3,STRESS/ABA-ACTIVATED PROTEIN KINASE 3,stress/ABA-activated protein kinase 3,OsSAPK3, REK	GO:0004674,GO:0009737,GO:0009414,GO:0042742,GO:0005737,GO:0005634,GO:0009738,GO:0005524	TO:0000095,TO:0000175,TO:0000615	Na
Os01g0869900	LOC_Os01g64970.1	Na	OsSAPK4, Stress-Activated Protein Kinase 4,stress/ABA-activated protein kinase 4,SAPK4,STRESS/ABA-ACTIVATED PROTEIN KINASE 4	GO:0004674,GO:0005524,GO:0006950,GO:0009738,GO:0009414	TO:0000095	Na
Os04g0691100	LOC_Os04g59450.3, LOC_Os04g59450.2, LOC_Os04g59450.1	Na	 Stress-Activated Protein Kinase 5,stress/ABA-activated protein kinase 5,SAPK5,STRESS/ABA-ACTIVATED PROTEIN KINASE 5,OsSAPK5	GO:0009414,GO:0004674,GO:0009738,GO:0005634,GO:0005524,GO:0042742,GO:0005737	TO:0000095,TO:0000175	Na
Os02g0551100	LOC_Os02g34600.2, LOC_Os02g34600.1	Na	stress/ABA-activated protein kinase 6, Stress-Activated Protein Kinase 6,SAPK6,STRESS/ABA-ACTIVATED PROTEIN KINASE 6,OsSAPK6, OSRK1	GO:0009738,GO:0004674,GO:0005524,GO:0009737,GO:0009414	TO:0000276,TO:0006001,TO:0000615	Na
Os04g0432000	LOC_Os04g35240.1	Na	OsSAPK7, Stress-Activated Protein Kinase 7,stress/ABA-activated protein kinase 7,SAPK7,STRESS/ABA-ACTIVATED PROTEIN KINASE 7	GO:0005634,GO:0009738,GO:0005524,GO:0004674,GO:0042742,GO:0005737,GO:0009414	TO:0000175,TO:0000095	Na
Os03g0764800	LOC_Os03g55600.1	Na	STRESS/ABA-ACTIVATED PROTEIN KINASE 8, Stress-Activated Protein Kinase 8,stress/ABA-activated protein kinase 8,SAPK8,OsSAPK8	GO:0009737,GO:0005524,GO:0004674,GO:0009738,GO:0010118,GO:0009414	TO:0000276,TO:0000615	Na
Os12g0586100	LOC_Os12g39630.1	Na	SAPK9, Stress-Activated Protein Kinase 9,STRESS/ABA-ACTIVATED PROTEIN KINASE 9,stress/ABA-activated protein kinase 9,OsSAPK9	GO:0004674,GO:0005524,GO:0009738,GO:0009414,GO:0009737,GO:0005634,GO:0005737,GO:0042742	TO:0000615,TO:0000095,TO:0000175	Na
Os03g0610900	LOC_Os03g41460.1	Na	SAPK10, Stress-Activated Protein Kinase 10,stress/ABA-activated protein kinase 10,STRESS/ABA-ACTIVATED PROTEIN KINASE 10, Osmotic stress/abscisic acid-activated protein kinase 10,OsSAPK10	GO:0009409,GO:0004674,GO:0005524,GO:0009738,GO:0009737,GO:0009414	TO:0000131,TO:0000276,TO:0000303,TO:0000615,TO:0000095,TO:0002665	PO:0000293
Os08g0472000	LOC_Os08g36790.1	Na	 bZIP66, Osbzip66, OsTRAB1, basic domain/Leu zipper factor TRAB1,OsbZIP66,TRANSCRIPTION FACTOR RESPONSIBLE FOR ABA REGULATION 1,TRAB1, bZIP transcription factor 66,basic region leucine zipper factor TRAB1, ABF5, transcription factor responsible for ABA regulation 1, OsABF5	GO:0006351,GO:0005634,GO:0009738,GO:0043565,GO:0046983,GO:0003700	Na	Na
Os01g0767900	LOC_Os01g56200.2, LOC_Os01g56200.1	Na	 OsNPR2/NH2, nonexpresser of PR genes 2, OsNPR2, DLN21,NPR1 HOMOLOG 2, NPR1 homologue 2,OsNH2, DLN motif protein 21, non-expressor of pathogenesis-related gene2, Arabidopsis NPR1 homolog 2, DLN repressor 21, OsDLN21,NH2,NPR1-like 2	GO:0005634,GO:0009816,GO:0009817	Na	Na
Os05g0368000	LOC_Os05g30500.1	Na	_,NRR Repressor Homologue 1,RH1	Na	Na	Na
Os01g0508500	LOC_Os01g32460.1	Na	_,NRR Repressor Homologue 2,RH2	Na	Na	Na
Os01g0508100	LOC_Os01g32380.1	Na	RH3,_,NRR Repressor Homologue 3	Na	Na	Na
Na	Na	Na	NRR,negative regulator of resistance,_, NRR1	GO:0003677,GO:0005634,GO:0006334,GO:0000786	TO:0000401,TO:0000112,TO:0000175	Na
Os03g0123300	LOC_Os03g03150.2, LOC_Os03g03150.1	Na	 TE, OsWD40-61, cell cycle switch 52A, A-type cell cycle switch 52, HOMOLOGUE OF CDH1, CELL CYCLE SWITCH PROTEIN 52A 1,Tillering and Dwarf 1, cell cycle switch 52 A, OsCCS52A,TILLERING AND DWARF 1, CCS52A1,tad1, osccs52a, osccs52a-1, osccs52a-2,TAD1, tiller enhancer, TAD1/TE	GO:0042023,GO:0010091,GO:0005737,GO:0005634,GO:0016049,GO:0032877	TO:0000152,TO:0000346	Na
Na	Na	Na	_,OsAPC10	Na	Na	Na
Os01g0743800 	LOC_Os01g54050.1	Na	PHP1,OsPHP1,pseudo-phosphotransfer protein 1, OsHpt1,PSEUDO-PHOSPHOTRANSFER PROTEIN 1, OsHP3, Hpt1	GO:0000160,GO:0004871	Na	Na
Os05g0186100 	LOC_Os05g09410.1	Na	PHP2,OsPHP2,PSEUDO-PHOSPHOTRANSFER PROTEIN 2, OsHP5, Hpt4,pseudo-phosphotransfer protein 2, OsHpt4	GO:0000160	Na	Na
Os05g0521300	LOC_Os05g44570.3, LOC_Os05g44570.2, LOC_Os05g44570.1, LOC_Os05g44560.1	Na	OsPHP3, OsHP4,PHP3, Hpt5, OsHpt5,pseudo-phosphotransfer protein 3,PSEUDO-PHOSPHOTRANSFER PROTEIN 3, OsHpt5c, OsHpt5b, OsHpt5a	GO:0005874,GO:0003777,GO:0007018,GO:0005524	Na	Na
Os05g0395600	LOC_Os05g32880.1	Na	 Rra16,B-TYPE RESPONSE REGULATOR 27,RR27,OsRR27, OsPRR5,A-type RR 16, response regulator 27, OsRRA16	Na	Na	Na
Os04g0349100 	LOC_Os04g28160.1	Na	 Rra22,A-type RR 22,RR28,B-TYPE RESPONSE REGULATOR 28, OsRRA22, response regulator 28., OsPRR3,OsRR28	Na	Na	Na
Os04g0348800 	LOC_Os04g28130.1	Na	 OsPRR4,B-TYPE RESPONSE REGULATOR 29,OsRR29, Rrb7,B-type RR 7, response regulator 29, OsRRB7,RR29	GO:0000156,GO:0006355	Na	Na
Os08g0458400 	LOC_Os08g35650.1	Na	B-TYPE RESPONSE REGULATOR 31,RR31,response regulator 31,OsRR31	Na	Na	Na
Os08g0279900 	LOC_Os08g17760.1	Na	OsRR32,_,response regulator 32	Na	Na	Na
Os08g0458600 	LOC_Os08g35670.1	Na	response regulator 33, A-type response regulator 19,B-TYPE RESPONSE REGULATOR 33, Rra19,OsRR33, A-type RR 19,RR33, OsRRA19	GO:0000156,GO:0006355	Na	Na
Os03g0742300 	LOC_Os03g53100.1	Na	 OsRR14, OsEnS-54, A-type response regulator 14, A-type RR 14, OsRRA14,response regulator 41, endosperm-specific gene 54, response regulator 14,OsRR41, RR41,_, RR14, Rra14	GO:0000156,GO:0006355	Na	Na
Os04g0212450 	LOC_Os04g13480.1	Na	 response regulator 13,OsRR42, OsRRA15, A-type RR 15, Rra15, OsRR13,_,response regulator 42, A-type response regulator 15	Na	Na	Na
Os05g0395700 	LOC_Os05g32890.1	Na	 OsRRA18, Rra18,OsPRR10,pseudo-response regulator 10, A-type RR 18,_, A-type response regulator 18	Na	Na	Na
Os04g0349000 	LOC_Os04g28150.1	Na	_,pseudo-response regulator 11,OsPRR11	Na	Na	Na
Os04g0348600 	LOC_Os04g28120.1	Na	 endosperm-specific gene 61,pseudo-response regulator 12, OsRRA17, A-type RR 17, OsEnS-61, A-type response regulator 17,_, Rra17,OsPRR12	Na	Na	Na
Os06g0654300	LOC_Os06g44410.1	Na	HK1,OsHK1,histidine kinase 1,HISTIDINE KINASE 1, OHK1	GO:0005524,GO:0000156,GO:0018106,GO:0016020,GO:0000155,GO:0006355	Na	Na
Os01g0968700 	LOC_Os01g73760.1	Na	OsIPT9,IPT9, isopentenyltransferase 9,adenosine phosphate isopentenyltransferase 9,ADENOSINE PHOSPHATE ISOPENTENYLTRANSFERASE 9	GO:0052381,GO:0005524,GO:0009691,GO:0008033,GO:0005829,GO:0007131,GO:0009824	Na	Na
Os06g0729800 	LOC_Os06g51350.1	Na	OsIPT10,ADENOSINE PHOSPHATE ISOPENTENYLTRANSFERASE 10,IPT10,adenosine phosphate isopentenyltransferase 10, isopentenyltransferase 10	GO:0016740,GO:0005524,GO:0009691,GO:0008033	Na	Na
Os08g0429800 	LOC_Os08g33300.1	Na	cytochrome 450 735A3,_,CYP735A3	GO:0009414,GO:0016021,GO:0009409	TO:0000303,TO:0000276	Na
Os09g0403300	LOC_Os09g23820.1	Na	cytochrome 450 735A4, OsCYP735A4,_,CYP735A4	GO:0005506,GO:0009409,GO:0009414,GO:0020037,GO:0004497,GO:0016705	TO:0000303,TO:0000276	Na
Os01g0708500	LOC_Os01g51210.2, LOC_Os01g51210.1	Na	LOGL1, LOG LIKE 1,LONELY GUY LIKE PHOSPHORIBOHYDROLASE 1,LOG LIKE phosphoribohydrolase 1	GO:0009691,GO:0016799	Na	Na
Os02g0628000	LOC_Os02g41770.1	Na	LONELY GUY LIKE PHOSPHORIBOHYDROLASE 2, LOG LIKE 2,LOG LIKE phosphoribohydrolase 2,LOGL2	GO:0016799,GO:0009691	Na	Na
Os03g0109300	LOC_Os03g01880.2, LOC_Os03g01880.1	Na	LOG LIKE phosphoribohydrolase 3,LOGL3,LONELY GUY LIKE PHOSPHORIBOHYDROLASE 3, LOG LIKE 3	GO:0009691,GO:0016799	Na	Na
Os03g0697200	LOC_Os03g49050.1	Na	 LOG LIKE 4,LOG LIKE phosphoribohydrolase 4,LOGL4,LONELY GUY LIKE PHOSPHORIBOHYDROLASE 4	GO:0016799,GO:0009691	Na	Na
Os03g0857900	LOC_Os03g64070.1	Na	LONELY GUY LIKE PHOSPHORIBOHYDROLASE 5,LOG LIKE phosphoribohydrolase 5, LOG-LIKE 5,LOGL5, LOG LIKE 5	GO:0080037,GO:0016799,GO:0009691	Na	Na
Os04g0518800	LOC_Os04g43840.1	Na	laba1, an-2, LOG LIKE 6,LABA1, long and barbed awn 1, An-2,LOGL6,LOG LIKE phosphoribohydrolase 6, Lonely Guy Like protein 6, OsLOGL6,LONG AND BARBED AWN 1, Awn-2, LOG-like 6	GO:0009691,GO:0005634,GO:0005829,GO:0009821,GO:0080038,GO:0016799	TO:0000346,TO:0002759,TO:0000396,TO:0000072,TO:0002660,TO:0002718	Na
Os05g0541200	LOC_Os05g46360.3, LOC_Os05g46360.2, LOC_Os05g46360.1	Na	LOGL7,LOG LIKE phosphoribohydrolase 7, LOG LIKE 7,LONELY GUY LIKE PHOSPHORIBOHYDROLASE 7	GO:0009691,GO:0016799	Na	Na
Os05g0591600	LOC_Os05g51390.2, LOC_Os05g51390.1	Na	 LOG LIKE 8,LONELY GUY LIKE PHOSPHORIBOHYDROLASE 8,LOGL8,LOG LIKE phosphoribohydrolase 8	GO:0016799,GO:0009691	Na	Na
Os09g0547500	LOC_Os09g37540.1	Na	 OsLDC-like 1, LOG LIKE 9,osldc-like 1,LOG LIKE phosphoribohydrolase 9, lysine decarboxylase-like 1,LOGL9,LONELY GUY LIKE PHOSPHORIBOHYDROLASE 9	GO:0016799,GO:0009691	Na	Na
Os10g0479500	LOC_Os10g33900.1	Na	LOGL10,LOG LIKE phosphoribohydrolase 10, LOG LIKE 10,LONELY GUY LIKE PHOSPHORIBOHYDROLASE 10	GO:0016799,GO:0009691	Na	Na
Os02g0820900	LOC_Os02g57530.4, LOC_Os02g57530.3, LOC_Os02g57530.2, LOC_Os02g57530.1	Na	 OS-ETR3,ETR3,ETHYLENE RESPONSE 3, OsETR3b, PK2,OsETR3, OsPK2, OsERS4, OsETR3a	GO:0000155,GO:0048573,GO:0009723,GO:0018106,GO:0006355,GO:0016020,GO:0005524,GO:0000156	TO:0000137,TO:0002616,TO:0000173	Na
Os03g0701700	LOC_Os03g49500.2, LOC_Os03g49500.1	Na	ers1, osers1,ERS1, OsERS1,ETHYLENE RECEPTOR , ethylene response sensor 1,ethylene responsive factor,OS-ERS1, OSERS, OsERS1b, OsERS1a	GO:0010105,GO:0050832,GO:0009723,GO:0018106,GO:0000155,GO:0005524	TO:0000255,TO:0000173	Na
Os05g0155200	LOC_Os05g06320.3, LOC_Os05g06320.2	Na	OS-ERS2,ETHYLENE RECEPTOR, OsERS2b, OsERS2c,ERS2, OsERS2a, OsERS2	GO:0000155,GO:0018106,GO:0005524	Na	Na
Na	Na	Na	_,MYB2 phosphate-responsive gene 1,OsMYB2P-1	Na	Na	Na
Os01g0838350	Na	Na	PI1, phosphate starvation 2, IPS2,Oryza sativa Phosphate-limitation Inducible Gene 1,OsIPS2, OsPI1, induced by phosphate starvation 2,PHOSPHATE-LIMITATION INDUCIBLE GENE 1	GO:0010167,GO:0042594	TO:0000102	Na
Na	Na	Na	OsmiR399a,MIR399A,microRNA399a, osa-miRNA399a, miR399a, osa-MIR399a, Os-miR399a, osa-miR399a,MICRORNA399A	GO:0006379,GO:0051365,GO:0010106,GO:0016036,GO:0016442,GO:0035068,GO:0035195	Na	Na
Na	Na	Na	UDP-sulfoquinovose synthase,_,OsSQD	Na	Na	Na
Os06g0603600	LOC_Os06g40120.1	Na	SPX DOMAIN PROTEIN 1,SPX1,spx1,SPX (SYG/PHO81/XPR1) domain gene 1, SPX domain protein 1,OsSPX1	GO:0070482,GO:0010167,GO:0042594,GO:0005634,GO:0016036,GO:0070417,GO:0080040	TO:0000015,TO:0002688,TO:0000206,TO:0000303,TO:0002657,TO:0000102	Na
